,fromTaz,toTaz,route_edges,start_edge,last_edge
14,taz_19,taz_1,158245395#1 395974916#0 395974916#1 395452529 395452530 544296215#0 544296215#1-AddedOnRampEdge 544296215#1 544296215#1-AddedOffRampEdge 417527934 114660785 114650797 619042921-AddedOnRampEdge 619042921 619042922 619042923,158245395#1,619042923
15,taz_19,taz_2,158245395#1 395974916#0 395974916#1 395452529 395452530 544296215#0 544296215#1-AddedOnRampEdge 544296215#1 544296215#1-AddedOffRampEdge 508137802 508137802-AddedOffRampEdge 849833093 619042912 619042916 498017747,158245395#1,498017747
16,taz_19,taz_20,158245395#1 395974916#0 395974916#1 395452529 158245422 394409924#0,158245395#1,394409924#0
17,taz_19,taz_3,158245395#1 395974916#0 395974916#1 395452529 395452530 544296215#0 544296215#1-AddedOnRampEdge 544296215#1 544296215#1-AddedOffRampEdge 417527934 371277198 31559304 544299026-AddedOnRampEdge 544299026 508115788-AddedOnRampEdge 508115788 23955360,158245395#1,23955360
18,taz_19,taz_31,158245395#1 395974916#0 395974916#1 395452529 395452530 544296215#0 544296215#1-AddedOnRampEdge 544296215#1 544296215#1-AddedOffRampEdge 508137802 508137802-AddedOffRampEdge 417527974 158966994#0,158245395#1,158966994#0
19,taz_2,taz_0,619042896 619042896-AddedOffRampEdge 498017755 498017755-AddedOffRampEdge 851552197 619042919-AddedOnRampEdge 619042919 619042924 619042925 619042925-AddedOffRampEdge 851554086 544296218#0 544296218#1-AddedOnRampEdge 544296218#1 544296218#2-AddedOnRampEdge 544296218#2 157607513#0,619042896,157607513#0
20,taz_2,taz_1,619042896 619042896-AddedOffRampEdge 417509529 508115819 114650797 619042921-AddedOnRampEdge 619042921 619042922 619042923,619042896,619042923
21,taz_2,taz_19,619042896 619042896-AddedOffRampEdge 498017755 498017755-AddedOffRampEdge 851552197 619042919-AddedOnRampEdge 619042919 619042924 619042925 619042925-AddedOffRampEdge 851554086 158245406 508115828 5001947 395974918#0,619042896,395974918#0
22,taz_2,taz_20,619042896 619042896-AddedOffRampEdge 498017755 498017755-AddedOffRampEdge 851552197 619042919-AddedOnRampEdge 619042919 619042924 619042925 619042925-AddedOffRampEdge 8926408 394411058,619042896,394411058
23,taz_2,taz_3,619042896 619042896-AddedOffRampEdge 417509529 4336093 31559304 544299026-AddedOnRampEdge 544299026 508115788-AddedOnRampEdge 508115788 508115768,619042896,508115768
24,taz_2,taz_31,619042896 619042896-AddedOffRampEdge 498017755 498017755-AddedOffRampEdge 417510077 158245409#0,619042896,158245409#0
25,taz_20,taz_0,184753017 186398860 508115828 158245407 544296218#1-AddedOnRampEdge 544296218#1 544296218#2-AddedOnRampEdge 544296218#2 157607513#0,184753017,157607513#0
26,taz_20,taz_1,300579880#1 394409220 544296215#1-AddedOnRampEdge 544296215#1 544296215#1-AddedOffRampEdge 417527934 114660785 114650797 619042921-AddedOnRampEdge 619042921 619042922 619042923,300579880#1,619042923
27,taz_20,taz_19,184753017 186398860 508115828 5001947 395974918#0,184753017,395974918#0
28,taz_20,taz_2,300579880#1 394409220 544296215#1-AddedOnRampEdge 544296215#1 544296215#1-AddedOffRampEdge 508137802 508137802-AddedOffRampEdge 849833093 619042912 619042916 498017747,300579880#1,498017747
29,taz_20,taz_3,300579880#1 394409220 544296215#1-AddedOnRampEdge 544296215#1 544296215#1-AddedOffRampEdge 417527934 371277198 31559304 544299026-AddedOnRampEdge 544299026 508115788-AddedOnRampEdge 508115788 508115768,300579880#1,508115768
30,taz_20,taz_31,300579880#1 394409220 544296215#1-AddedOnRampEdge 544296215#1 544296215#1-AddedOffRampEdge 508137802 508137802-AddedOffRampEdge 417527974 158966994#0,300579880#1,158966994#0
31,taz_21,taz_1,393882679#1 360972515 52286755#0 52286755#1 52286756#1-AddedOnRampEdge 52286756#1 619042921-AddedOnRampEdge 619042921 619042922 619042923,393882679#1,619042923
32,taz_21,taz_3,360972546#1 508115796 508115788-AddedOnRampEdge 508115788 508115768,360972546#1,508115768
33,taz_3,taz_0,28413844 508115743 508115743-AddedOffRampEdge 508115744 508115744-AddedOffRampEdge 8925761 8926742 508115781 508115802 619042924 619042925 619042925-AddedOffRampEdge 851554086 544296218#0 544296218#1-AddedOnRampEdge 544296218#1 544296218#2-AddedOnRampEdge 544296218#2 157607513#0,28413844,157607513#0
34,taz_3,taz_1,28413844 508115743 508115743-AddedOffRampEdge 508115744 508115744-AddedOffRampEdge 508115745 52286756#1-AddedOnRampEdge 52286756#1 619042921-AddedOnRampEdge 619042921 619042922 619042923,28413844,619042923
35,taz_3,taz_19,28413844 508115743 508115743-AddedOffRampEdge 508115744 508115744-AddedOffRampEdge 8925761 8926742 508115781 508115802 619042924 619042925 619042925-AddedOffRampEdge 851554086 158245406 508115828 5001947 395974918#0,28413844,395974918#0
36,taz_3,taz_2,28413844 508115743 508115743-AddedOffRampEdge 508115744 508115744-AddedOffRampEdge 8925761 508115775 508115805 416161449 31559309 498017747,28413844,498017747
37,taz_3,taz_20,28413844 508115743 508115743-AddedOffRampEdge 508115744 508115744-AddedOffRampEdge 8925761 8926742 508115781 508115802 619042924 619042925 619042925-AddedOffRampEdge 8926408 394411058,28413844,394411058
38,taz_3,taz_21,28413844 508115743 508115743-AddedOffRampEdge 8926272 393882678#0,28413844,393882678#0
39,taz_31,taz_0,157805319#0 619042909 619042907 393884250#0 393884250#1 619042919-AddedOnRampEdge 619042919 619042924 619042925 619042925-AddedOffRampEdge 851554086 544296218#0 544296218#1-AddedOnRampEdge 544296218#1 544296218#2-AddedOnRampEdge 544296218#2 157607513#0,157805319#0,157607513#0
40,taz_31,taz_19,157805319#0 619042909 619042907 393884250#0 393884250#1 619042919-AddedOnRampEdge 619042919 619042924 619042925 619042925-AddedOffRampEdge 851554086 158245406 508115828 5001947 395974918#0,157805319#0,395974918#0
41,taz_31,taz_2,158966998#0 393892680 619042912 619042916 498017747,158966998#0,498017747
42,taz_31,taz_20,157805319#0 619042909 619042907 393884250#0 393884250#1 619042919-AddedOnRampEdge 619042919 619042924 619042925 619042925-AddedOffRampEdge 8926408 394411058,157805319#0,394411058
43,taz_85,taz_1,8923925#0 8923925#2 8923925#3 619042922 619042923,8923925#0,619042923
