,fromTaz,toTaz,route_idx,ratio,route_edges,start_edge,last_edge
10,taz_0,taz_66,0,1.0,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455 525720404 15371862#1 503520926 503520922 687721973 157607718 124952189 395368018,509747233,395368018
11,taz_0,taz_67,0,0.44,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 8926075 394161875,509747233,394161875
12,taz_0,taz_67,1,0.28,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,509747233,394161434#0
13,taz_0,taz_67,2,0.28,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 8926075 28414402,509747233,28414402
14,taz_0,taz_68,0,1.0,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 8925209 508479350 508479355 417513208,509747233,417513208
15,taz_0,taz_69,0,0.6667,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 31022955,509747233,31022955
16,taz_0,taz_69,1,0.3333,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 23895318 394137972 30957455,509747233,30957455
17,taz_0,taz_70,0,1.0,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 417527262 30832610 157751113 394139592#0,509747233,394139592#0
18,taz_0,taz_71,0,1.0,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 417527262 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,509747233,394110951
19,taz_0,taz_78,0,0.7097,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 28357206 28357215 417050032 28357209#0 28357209#1,509747233,28357209#1
20,taz_0,taz_78,1,0.2903,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 28357206 28357215 417050032 317402151#0,509747233,317402151#0
21,taz_1,taz_0,0,1.0,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,301865760,509721010#1
22,taz_1,taz_16,0,0.5088,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,301865760,157782429#0
23,taz_1,taz_16,1,0.4912,301865760 301865760-AddedOffRampEdge 8923775,301865760,8923775
24,taz_1,taz_17,0,0.3621,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 394118249 157607756 28414221,301865760,28414221
25,taz_1,taz_17,1,0.3621,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 157607710 394116561,301865760,394116561
26,taz_1,taz_17,2,0.2759,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 394118249 157607756 394118248,301865760,394118248
27,taz_1,taz_18,0,1.0,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,301865760,394126786#0
28,taz_1,taz_2,0,1.0,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,301865760,508479370#1
29,taz_1,taz_3,0,1.0,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,301865760,395439800
30,taz_1,taz_65,0,1.0,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,301865760,283637999
31,taz_1,taz_67,0,1.0,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,301865760,394161434#0
32,taz_1,taz_68,0,1.0,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 417513208,301865760,417513208
33,taz_1,taz_70,0,1.0,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 157751113 394139592#0,301865760,394139592#0
34,taz_1,taz_71,0,1.0,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,301865760,394110951
35,taz_16,taz_0,0,1.0,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,395392688#0,509721010#1
36,taz_16,taz_1,0,0.5862,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,395392688#0,552603209
37,taz_16,taz_1,1,0.4138,157782427#0 395408752 28464126#1-AddedOnRampEdge 28464126#1 552603209,157782427#0,552603209
38,taz_16,taz_17,0,0.5,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 394118249 157607756 28414221,395392688#0,28414221
39,taz_16,taz_17,1,0.2778,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 157607710 394116561,395392688#0,394116561
40,taz_16,taz_17,2,0.2222,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 394118249 157607756 394118248,395392688#0,394118248
41,taz_16,taz_18,0,1.0,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,395392688#0,394126786#0
42,taz_16,taz_2,0,1.0,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,395392688#0,508479370#1
43,taz_16,taz_3,0,1.0,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,395392688#0,395439800
44,taz_16,taz_65,0,1.0,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,395392688#0,283637999
45,taz_16,taz_67,0,1.0,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,395392688#0,394161434#0
46,taz_16,taz_68,0,1.0,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 417513208,395392688#0,417513208
47,taz_16,taz_70,0,1.0,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 157751113 394139592#0,395392688#0,394139592#0
48,taz_16,taz_71,0,1.0,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,395392688#0,394110951
49,taz_17,taz_0,0,0.5,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,28414218,509721010#1
50,taz_17,taz_0,1,0.5,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,394116560,509721010#1
51,taz_17,taz_1,0,0.2931,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,28414218,552603209
52,taz_17,taz_1,1,0.2759,157607701 508479343 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,157607701,552603209
53,taz_17,taz_1,2,0.2241,394118250 157607701 508479343 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,394118250,552603209
54,taz_17,taz_1,3,0.2069,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,394116560,552603209
55,taz_17,taz_16,0,0.3529,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,28414218,157782429#0
56,taz_17,taz_16,1,0.2941,157607701 508479343 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,157607701,157782429#0
57,taz_17,taz_16,2,0.1765,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,394116560,157782429#0
58,taz_17,taz_16,3,0.1765,394118250 157607701 508479343 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,394118250,157782429#0
59,taz_17,taz_18,0,0.7273,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,394116560,394126786#0
60,taz_17,taz_18,1,0.2727,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,28414218,394126786#0
61,taz_17,taz_2,0,0.5,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,394116560,508479370#1
62,taz_17,taz_2,1,0.5,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,28414218,508479370#1
63,taz_17,taz_3,0,0.6562,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,394116560,395439800
64,taz_17,taz_3,1,0.3438,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,28414218,395439800
65,taz_17,taz_65,0,0.8,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,394116560,283637999
66,taz_17,taz_65,1,0.2,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,28414218,283637999
67,taz_17,taz_67,0,0.6,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,394116560,394161434#0
68,taz_17,taz_67,1,0.4,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,28414218,394161434#0
69,taz_17,taz_68,0,0.6471,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 417513208,28414218,417513208
70,taz_17,taz_68,1,0.3529,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 417513208,394116560,417513208
71,taz_17,taz_70,0,0.5,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 157751113 394139592#0,394116560,394139592#0
72,taz_17,taz_70,1,0.5,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 157751113 394139592#0,28414218,394139592#0
73,taz_17,taz_71,0,0.5385,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,28414218,394110951
74,taz_17,taz_71,1,0.4615,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,394116560,394110951
75,taz_18,taz_0,0,0.6389,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,28414046,509721010#1
76,taz_18,taz_0,1,0.3611,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,60724739,509721010#1
77,taz_18,taz_1,0,0.525,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,28414046,552603209
78,taz_18,taz_1,1,0.475,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,60724739,552603209
79,taz_18,taz_16,0,0.625,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,60724739,157782429#0
80,taz_18,taz_16,1,0.375,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,28414046,157782429#0
81,taz_18,taz_17,0,0.5,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 157607710 394116561,60724739,394116561
82,taz_18,taz_17,1,0.5,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 157607710 394116561,28414046,394116561
83,taz_18,taz_2,0,0.4464,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,60724739,508479370#1
84,taz_18,taz_2,1,0.2857,10025443#0 394126785 508479370#1-AddedOnRampEdge 508479370#1,10025443#0,508479370#1
85,taz_18,taz_2,2,0.2679,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,28414046,508479370#1
86,taz_18,taz_3,0,0.5208,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,60724739,395439800
