,fromTaz,toTaz,route_edges,start_edge,last_edge
13,taz_0,taz_71,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 417527262 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,509747233,394110951
14,taz_0,taz_78,509747233 509747233-AddedOffRampEdge 851561436 509721009 509721008 509721012-AddedOnRampEdge 509721012 417526194 395368020 157607604-AddedOnRampEdge 157607604 123555227 30959006 30959001 416130129#1 416130128 28415043 28357206 28357215 417050032 317402151#0,509747233,317402151#0
15,taz_1,taz_0,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,301865760,509721010#1
16,taz_1,taz_16,301865760 301865760-AddedOffRampEdge 8923775,301865760,8923775
17,taz_1,taz_17,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 394118249 157607756 28414221,301865760,28414221
18,taz_1,taz_18,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,301865760,394126786#0
19,taz_1,taz_2,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,301865760,508479370#1
20,taz_1,taz_3,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,301865760,395439800
21,taz_1,taz_65,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,301865760,283637999
22,taz_1,taz_67,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,301865760,394161434#0
23,taz_1,taz_68,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 417513208,301865760,417513208
24,taz_1,taz_70,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 157751113 394139592#0,301865760,394139592#0
25,taz_1,taz_71,301865760 301865760-AddedOffRampEdge 301865758 28464124 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,301865760,394110951
26,taz_16,taz_0,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,395392688#0,509721010#1
27,taz_16,taz_1,157782427#0 395408752 28464126#1-AddedOnRampEdge 28464126#1 552603209,157782427#0,552603209
28,taz_16,taz_17,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 394118249 157607756 394118248,395392688#0,394118248
29,taz_16,taz_18,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,395392688#0,394126786#0
30,taz_16,taz_2,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,395392688#0,508479370#1
31,taz_16,taz_3,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,395392688#0,395439800
32,taz_16,taz_65,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,395392688#0,283637999
33,taz_16,taz_67,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,395392688#0,394161434#0
34,taz_16,taz_68,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 417513208,395392688#0,417513208
35,taz_16,taz_70,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 157751113 394139592#0,395392688#0,394139592#0
36,taz_16,taz_71,395392688#0 8924493 394158942 851553865-AddedOnRampEdge 851553865 851553865-AddedOffRampEdge 851553864 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,395392688#0,394110951
37,taz_17,taz_0,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,28414218,509721010#1
38,taz_17,taz_1,157607701 508479343 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,157607701,552603209
39,taz_17,taz_16,157607701 508479343 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,157607701,157782429#0
40,taz_17,taz_18,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,394116560,394126786#0
41,taz_17,taz_2,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 508479365#0 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,28414218,508479370#1
42,taz_17,taz_3,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,394116560,395439800
43,taz_17,taz_65,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,28414218,283637999
44,taz_17,taz_67,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,394116560,394161434#0
45,taz_17,taz_68,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 157607712 28414151#1 508479360 157607691 123867444 8925209 508479350 508479355 417513208,28414218,417513208
46,taz_17,taz_70,394116560 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 157751113 394139592#0,394116560,394139592#0
47,taz_17,taz_71,28414218 8924864 508479340 28414195-AddedOnRampEdge 28414195 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,28414218,394110951
48,taz_18,taz_0,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,28414046,509721010#1
49,taz_18,taz_1,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,60724739,552603209
50,taz_18,taz_16,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,60724739,157782429#0
51,taz_18,taz_17,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 157607710 394116561,60724739,394116561
52,taz_18,taz_2,10025443#0 394126785 508479370#1-AddedOnRampEdge 508479370#1,10025443#0,508479370#1
53,taz_18,taz_3,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,60724739,395439800
54,taz_18,taz_65,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,60724739,283637999
55,taz_18,taz_67,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,60724739,394161434#0
56,taz_18,taz_68,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 417513208,28414046,417513208
57,taz_18,taz_70,28414046 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 157751113 394139592#0,28414046,394139592#0
58,taz_18,taz_71,60724739 394125947 394125949 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,60724739,394110951
59,taz_2,taz_0,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,157607513#0,509721010#1
60,taz_2,taz_1,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,157607513#0,552603209
61,taz_2,taz_16,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,157607513#0,157782429#0
62,taz_2,taz_17,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 417510458 508479313#1-AddedOnRampEdge 157607710 394116561,157607513#0,394116561
63,taz_2,taz_18,157607513#0 157607513#0-AddedOffRampEdge 394126783 157607723,157607513#0,157607723
64,taz_2,taz_3,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 395439805 363648766#1-AddedOnRampEdge 363648766#1 395439800,157607513#0,395439800
65,taz_2,taz_65,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,157607513#0,283637999
66,taz_2,taz_67,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,157607513#0,394161434#0
67,taz_2,taz_68,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 508479355 417513208,157607513#0,417513208
68,taz_2,taz_70,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 157751113 394139592#0,157607513#0,394139592#0
69,taz_2,taz_71,157607513#0 157607513#0-AddedOffRampEdge 157607513#1 157607513#2-AddedOnRampEdge 157607513#2 157607513#2-AddedOffRampEdge 851568240 508479350 417510574 9171132#1 28414138#1 123867415 508479336 30832610 172165117 508479329-AddedOnRampEdge 508479329 508479332#0 508479332#1-AddedOnRampEdge 508479332#1 157607611 157607611-AddedOffRampEdge 26276999 394110951,157607513#0,394110951
70,taz_3,taz_0,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 687721970 768291609 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,395439804,509721010#1
71,taz_3,taz_1,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,395439804,552603209
72,taz_3,taz_16,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,395439804,157782429#0
73,taz_3,taz_17,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 157607710 394116561,395439804,394116561
74,taz_3,taz_18,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 157607759#0 157607759#1 508479365#1-AddedOnRampEdge 508479365#1 417527401 394126786#0,395439804,394126786#0
75,taz_3,taz_2,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 157607759#0 157607759#1 508479365#1-AddedOnRampEdge 508479365#1 508479370#0 508479370#1-AddedOnRampEdge 508479370#1,395439804,508479370#1
76,taz_3,taz_65,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 850395062 28414349#1-AddedOnRampEdge 28414349#1 687721971 687721971-AddedOffRampEdge 417514364 28414572 28414573 283638411 283637999,395439804,283637999
77,taz_3,taz_67,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 8925209 508479350 508479355 157607510 850395063-AddedOnRampEdge 850395063 850395063-AddedOffRampEdge 417513700 394161435 394161434#0,395439804,394161434#0
78,taz_3,taz_68,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 851560451 508479326-AddedOnRampEdge 508479326 508479321 508479317 123867444 8925209 508479350 508479355 417513208,395439804,417513208
79,taz_3,taz_70,395439804 686995598 686995598-AddedOffRampEdge 395439802 363648763#1-AddedOnRampEdge 363648763#1 363648763#1-AddedOffRampEdge 157607746 394139591 394139595#0,395439804,394139595#0
80,taz_3,taz_71,395439804 686995598 686995598-AddedOffRampEdge 394110512 26277019,395439804,26277019
81,taz_4,taz_0,28357384#1 28357294 850376107 157750991#1 850746592 850746591 687721973 157607744 157607744-AddedOffRampEdge 851559586 124952183 28414589-AddedOnRampEdge 28414589 360948375 509721010#0-AddedOnRampEdge 509721010#0 509721010#1-AddedOnRampEdge 509721010#1,28357384#1,509721010#1
82,taz_4,taz_65,28357384#1 28357294 850376107 157750991#1 850746592 850746591 687721973 157607744 157607744-AddedOffRampEdge 184867444 28414573 283638411 283637999,28357384#1,283637999
83,taz_4,taz_66,28357384#1 28357294 850376107 157750991#1 850746592 850746591 687721973 157607718 124952189 395368018,28357384#1,395368018
84,taz_4,taz_69,28357384#1 28357294 850376107 157750991#1 850746592 157607739 394133936 28414934#0,28357384#1,28414934#0
85,taz_4,taz_78,28357384#1 28357294 394113586 544305553 28357269#0,28357384#1,28357269#0
86,taz_65,taz_0,8927786 509717807 509721010#1-AddedOnRampEdge 509721010#1,8927786,509721010#1
87,taz_65,taz_1,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 851555734 28464126#0 28464126#1-AddedOnRampEdge 28464126#1 552603209,8926043,552603209
88,taz_65,taz_16,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 28414204#0 28414204#1 508479346-AddedOffRampEdge 394159695 394159694 157782429#0,8926043,157782429#0
89,taz_65,taz_17,8926043 509721011 509721012-AddedOnRampEdge 509721012 509721013 509721013-AddedOffRampEdge 850394066 867203204 867203204-AddedOffRampEdge 157607517 508479360 157607691 123867444 508479309 508479313#0 508479313#1-AddedOnRampEdge 157607710 394116561,8926043,394116561
